x,y
"2010/01/04",10.851
"2010/01/05",11.171
"2010/01/06",11.221
"2010/01/07",10.841
"2010/01/08",11.101
"2010/01/11",10.9
"2010/01/12",10.261
"2010/01/13",10.461
"2010/01/14",10.73
"2010/01/15",10.131
"2010/01/19",10.28
"2010/01/20",9.98
"2010/01/21",9.801
"2010/01/22",9.131
"2010/01/25",9.33
"2010/01/26",9.44
"2010/01/27",9.721
"2010/01/28",9.4
"2010/01/29",8.721
"2010/02/01",9.171
"2010/02/02",9.351
"2010/02/03",9.021
"2010/02/04",8.61
"2010/02/05",8.7
"2010/02/08",8.91
"2010/02/09",9.08
"2010/02/10",8.54
"2010/02/11",8.53
"2010/02/12",8.44
"2010/02/16",8.631
"2010/02/17",8.73
"2010/02/18",8.761
"2010/02/19",8.9
"2010/02/22",8.94
"2010/02/23",8.61
"2010/02/24",9.091
"2010/02/25",9.07
"2010/02/26",9.061
"2010/03/01",9.771
"2010/03/02",9.57
"2010/03/03",9.45
"2010/03/04",9.41
"2010/03/05",9.461
"2010/03/08",9.591
"2010/03/09",9.41
"2010/03/10",9.87
"2010/03/11",9.801
"2010/03/12",9.971
"2010/03/15",9.73
"2010/03/16",10.211
"2010/03/17",10.4
"2010/03/18",10.16
"2010/03/19",9.95
"2010/03/22",10.33
"2010/03/23",10.54
"2010/03/24",10.431
"2010/03/25",10.381
"2010/03/26",10.49
"2010/03/29",10.631
"2010/03/30",10.79
"2010/03/31",10.37
"2010/04/01",10.171
"2010/04/05",10.601
"2010/04/06",10.23
"2010/04/07",10.561
"2010/04/08",10.58
"2010/04/09",10.73
"2010/04/12",10.82
"2010/04/13",10.761
"2010/04/14",11.301
"2010/04/15",11.181
"2010/04/16",10.921
"2010/04/19",10.79
"2010/04/20",10.75
"2010/04/21",10.74
"2010/04/22",10.931
"2010/04/23",11
"2010/04/26",10.971
"2010/04/27",10.341
"2010/04/28",10.24
"2010/04/29",10.211
"2010/04/30",9.351
"2010/05/03",9.891
"2010/05/04",9.521
"2010/05/05",9.261
"2010/05/06",8.75
"2010/05/07",8.57
"2010/05/10",9.091
"2010/05/11",8.82
"2010/05/12",9.33
"2010/05/13",9.141
"2010/05/14",8.94
"2010/05/17",9.171
"2010/05/18",9.08
"2010/05/19",8.961
"2010/05/20",8.74
"2010/05/21",8.931
"2010/05/24",8.79
"2010/05/25",8.801
"2010/05/26",8.69
"2010/05/27",9.44
"2010/05/28",9.091
"2010/06/01",8.66
"2010/06/02",9.181
"2010/06/03",9.24
"2010/06/04",8.86
"2010/06/07",8.381
"2010/06/08",8.54
"2010/06/09",8.53
"2010/06/10",8.771
"2010/06/11",8.931
"2010/06/14",8.91
"2010/06/15",9.681
"2010/06/16",9.91
"2010/06/17",9.921
"2010/06/18",10
"2010/06/21",9.921
"2010/06/22",9.641
"2010/06/23",9.82
"2010/06/24",9.62
"2010/06/25",9.461
"2010/06/28",10.021
"2010/06/29",8.671
"2010/06/30",8.49
"2010/07/01",8.381
"2010/07/02",8.221
"2010/07/06",8.351
"2010/07/07",8.891
"2010/07/08",8.69
"2010/07/09",8.57
"2010/07/12",8.551
"2010/07/13",8.73
"2010/07/14",8.75
"2010/07/15",8.66
"2010/07/16",8.271
"2010/07/19",8.431
"2010/07/20",8.45
"2010/07/21",8.171
"2010/07/22",8.54
"2010/07/23",8.48
"2010/07/26",8.511
"2010/07/27",8.431
"2010/07/28",8.24
"2010/07/29",7.781
"2010/07/30",7.281
"2010/08/02",7.651
"2010/08/03",7.47
"2010/08/04",7.64
"2010/08/05",7.7
"2010/08/06",7.58
"2010/08/09",7.54
"2010/08/10",7.27
"2010/08/11",7.151
"2010/08/12",7.37
"2010/08/13",7.281
"2010/08/16",7.18
"2010/08/17",7.31
"2010/08/18",7.45
"2010/08/19",7.18
"2010/08/20",7.12
"2010/08/23",7.381
"2010/08/24",7.06
"2010/08/25",7.1
"2010/08/26",6.781
"2010/08/27",6.83
"2010/08/30",6.54
"2010/08/31",6.461
"2010/09/01",6.731
"2010/09/02",6.83
"2010/09/03",7.051
"2010/09/07",6.75
"2010/09/08",6.6
"2010/09/09",6.801
"2010/09/10",6.511
"2010/09/13",7.051
"2010/09/14",7.27
"2010/09/15",6.941
"2010/09/16",7.1
"2010/09/17",6.761
"2010/09/20",6.941
"2010/09/21",6.881
"2010/09/22",6.72
"2010/09/23",6.671
"2010/09/24",7.2
"2010/09/27",7.031
"2010/09/28",7.151
"2010/09/29",7.29
"2010/09/30",7.211
"2010/10/01",7.29
"2010/10/04",6.99
"2010/10/05",6.93
"2010/10/06",6.95
